"STRING_id","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B","Second.Trimester.Average","Term.Average","on_graph","cluster","boyan","is_local_max","updown","btw","cluster_max_btw","is_secreted"
"9606.ENSP00000216862","CYP24A1",1591,"cytochrome P450 family 24 subfamily A member 1",-1.45641323496088,4.50233399099996,-12.6537290251902,2.05990252691561e-19,4.24009318904492e-17,33.8377445803429,5.75393911479446,4.29752587983359,1,2,31,FALSE,"red",224.286877620183,"",FALSE
"9606.ENSP00000216968","PROCR",10544,"protein C receptor",1.03610036669498,8.07792840969018,5.68769871143489,3.08377739536216e-07,3.08989305966786e-06,6.13634673201898,7.18752965706168,8.22363002375666,1,1,17,FALSE,"green",0,"",FALSE
"9606.ENSP00000217961","STS",412,"steroid sulfatase",1.35156039870008,7.9292338045168,4.12150522812452,0.000106025790572647,0.00053133994776608,0.473740387551344,6.76773658688392,8.119296985584,1,2,14,FALSE,"green",2.94285714285714,"",FALSE
"9606.ENSP00000218388","TIMP1",7076,"TIMP metallopeptidase inhibitor 1",-1.15339079628636,10.1079182714497,-4.57083697031845,2.15314653333135e-05,0.000131355331687646,2.00684537479966,11.0991134870083,9.94572269072194,1,1,71,FALSE,"red",2879.80276448247,"",FALSE
"9606.ENSP00000219070","MMP2",4313,"matrix metallopeptidase 2",-1.02468087165017,6.53867371622779,-5.46570858366724,7.36037383912349e-07,6.71332128116553e-06,5.28622449058303,7.41925884030215,6.39457796865199,1,5,67,FALSE,"red",2509.96501670624,"",FALSE
"9606.ENSP00000220772","SFRP1",6422,"secreted frizzled related protein 1",-1.20636730118507,6.90461152008101,-5.33584718080591,1.21801433666267e-06,1.05059250052647e-05,4.79481069662397,7.94133341953693,6.73496611835187,1,5,162,FALSE,"red",823.811822609365,"",FALSE
"9606.ENSP00000220809","PLAT",5327,"plasminogen activator, tissue type",1.00537576620659,5.91823360152572,4.6675256980054,1.5129392228556e-05,9.67225293814091e-05,2.34780092392724,5.05423880244193,6.05961456864852,1,5,38,FALSE,"green",1500.29910356383,"",FALSE
"9606.ENSP00000221421","LHB",3972,"luteinizing hormone subunit beta",1.42162652103016,7.96156709943705,4.94966366511959,5.30786691148503e-06,3.86117212108158e-05,3.36266537796991,6.73985680792675,8.16148332895691,1,1,52,FALSE,"green",24.5051100736479,"",FALSE
"9606.ENSP00000221847","EBI3",10148,"Epstein-Barr virus induced 3",1.97937967863105,10.741318689576,7.32734488992216,3.95531779321336e-10,7.99357740196926e-09,12.683135648808,9.04028927825245,11.0196689568835,1,1,48,FALSE,"green",14.3899272773391,"",TRUE
"9606.ENSP00000223061","PCOLCE",5118,"procollagen C-endopeptidase enhancer",-1.81517799084959,6.90404524087211,-13.0705293906886,4.3623587360991e-20,1.08557622696986e-17,35.3721368993008,8.46396382675847,6.64878583590888,1,5,21,FALSE,"red",258.969445187567,"",FALSE
